"iso3c","country","date","out_of_pocket","gdp_percap","life_exp","health_exp_percap","diabetes"
"ABW","Aruba",2000,NA,21023.1575127316,73.569,NA,"12.1"
"ABW","Aruba",2001,NA,20913.2994971137,73.647,NA,NA
"ABW","Aruba",2002,NA,21377.0951851076,73.726,NA,NA
"ABW","Aruba",2003,NA,22050.8309318377,73.752,NA,NA
"ABW","Aruba",2004,NA,24104.6461765229,73.576,NA,NA
"ABW","Aruba",2005,NA,24975.6732567007,73.811,NA,NA
"ABW","Aruba",2006,NA,25833.445623022,74.026,NA,NA
"ABW","Aruba",2007,NA,27665.4264651752,74.21,NA,NA
"ABW","Aruba",2008,NA,29011.5592450359,74.147,NA,NA
"ABW","Aruba",2009,NA,25739.1372506975,74.56,NA,NA
"ABW","Aruba",2010,NA,24452.9283634427,75.404,NA,NA
"ABW","Aruba",2011,NA,26044.4359333351,75.465,NA,"12.4"
"ABW","Aruba",2012,NA,25609.9557239373,75.531,NA,NA
"ABW","Aruba",2013,NA,26515.678080228,75.636,NA,NA
"ABW","Aruba",2014,NA,26942.3079764655,75.601,NA,NA
"ABW","Aruba",2015,NA,28421.3864931862,75.683,NA,NA
"ABW","Aruba",2016,NA,28451.2737445083,75.617,NA,NA
"ABW","Aruba",2017,NA,29326.7080582111,75.903,NA,NA
"ABW","Aruba",2018,NA,30220.5945232395,76.072,NA,NA
"ABW","Aruba",2019,NA,31650.7605367511,76.248,NA,"4.3"
"ARG","Argentina",2000,29.10433197,7666.51783423783,73.926,1067.82861328,"-"
"ARG","Argentina",2001,29.47439766,7168.97587232911,74.186,1050.86181641,NA
"ARG","Argentina",2002,29.99389839,2579.48876933284,74.408,830.9619751,NA
"ARG","Argentina",2003,28.24989319,3333.15290388997,74.08,849.87982178,NA
"ARG","Argentina",2004,27.62963104,4258.16026060875,74.855,882.96453857,NA
"ARG","Argentina",2005,33.06813049,5086.62776073134,75.139,1032.68981934,NA
"ARG","Argentina",2006,32.41083908,5890.97800169795,75.433,1142.3605957,NA
"ARG","Argentina",2007,31.28629875,7210.59554755899,75.006,1298.18566895,NA
"ARG","Argentina",2008,30.2619133,8977.50685093365,75.641,1424.12219238,NA
"ARG","Argentina",2009,26.18709564,8184.38988923991,75.936,1544.61193848,NA
"ARG","Argentina",2010,26.78010178,10385.9644319555,75.721,1701.55761719,NA
"ARG","Argentina",2011,26.89295959,12848.8641969705,76.124,1817.20678711,"5.5"
"ARG","Argentina",2012,26.08745956,13082.664325572,76.467,1929.19482422,NA
"ARG","Argentina",2013,26.81741714,13080.2547323367,76.491,1969.39733887,NA
"ARG","Argentina",2014,27.04210854,12334.7982453893,76.755,1905.10473633,NA
"ARG","Argentina",2015,25.93237495,13789.060424772,76.76,2059.32861328,NA
"ARG","Argentina",2016,29.56861496,12790.2424732447,76.308,1831.53527832,NA
"ARG","Argentina",2017,25.84117699,14613.041824658,76.833,2470.10986328,NA
"ARG","Argentina",2018,27.72951698,11795.1593866287,76.999,2260.39575195,NA
"ARG","Argentina",2019,27.65851593,9963.6725062053,77.284,2198.88037109,"5.4"
"ATG","Antigua and Barbuda",2000,22.22428131,11010.1974601342,74.606,794.05975342,"-"
"ATG","Antigua and Barbuda",2001,22.74691391,10502.9388110146,75.078,879.44671631,NA
"ATG","Antigua and Barbuda",2002,22.74011803,10549.6661892802,75.536,865.61553955,NA
"ATG","Antigua and Barbuda",2003,23.21789169,10968.8926839103,75.478,974.47717285,NA
"ATG","Antigua and Barbuda",2004,24.31144524,11650.8484770858,75.672,957.78607178,NA
"ATG","Antigua and Barbuda",2005,27.07498169,12808.0101536637,75.825,1011.61096191,NA
"ATG","Antigua and Barbuda",2006,30.31648445,14310.6862347854,75.765,1073.6192627,NA
"ATG","Antigua and Barbuda",2007,32.52657318,16006.1361107498,76.131,1138.69885254,NA
"ATG","Antigua and Barbuda",2008,31.90914726,16457.1040632589,76.41,1078.98498535,NA
"ATG","Antigua and Barbuda",2009,25.27703667,14530.5986896353,76.669,937.0289917,NA
"ATG","Antigua and Barbuda",2010,24.68379784,13404.5160161036,76.82,1108.55407715,NA
"ATG","Antigua and Barbuda",2011,25.77301216,13117.1469408968,77.104,1107.54724121,"12.5"
"ATG","Antigua and Barbuda",2012,26.8955822,13686.4765853976,77.35,1073.8404541,NA
"ATG","Antigua and Barbuda",2013,26.76339149,13350.149136673,77.583,1035.53991699,NA
"ATG","Antigua and Barbuda",2014,25.34367752,14004.8112122163,77.858,1118.01074219,NA
"ATG","Antigua and Barbuda",2015,23.53068924,14861.8827074704,77.913,998.48590088,NA
"ATG","Antigua and Barbuda",2016,27.5195961,15862.6516627488,78.152,1020.27868652,NA
"ATG","Antigua and Barbuda",2017,26.5686245,16110.5562811025,78.268,967.30395508,NA
"ATG","Antigua and Barbuda",2018,23.66021156,17527.1696291931,78.511,1049.15600586,NA
"ATG","Antigua and Barbuda",2019,24.26510048,18319.4560540762,78.691,1016.4708252,"11.7"
"BHS","Bahamas, The",2000,27.22701454,24849.6064784902,72.041,1054.58325195,NA
"BHS","Bahamas, The",2001,28.23169327,25234.1441512502,72.11,1123.62683105,NA
"BHS","Bahamas, The",2002,28.80686188,26590.1401788013,72.232,1120.14135742,NA
"BHS","Bahamas, The",2003,28.64151382,26204.8804986853,72.402,1167.08081055,NA
"BHS","Bahamas, The",2004,29.60046577,26393.4139538137,72.478,1194.96289063,NA
"BHS","Bahamas, The",2005,30.36487389,28280.870835298,72.765,1246.21716309,NA
"BHS","Bahamas, The",2006,29.36036682,28829.8493750425,72.855,1380.5567627,NA
"BHS","Bahamas, The",2007,28.72886658,29687.865215033,72.678,1472.26269531,NA
"BHS","Bahamas, The",2008,27.804842,29013.6302870767,72.667,1556.63476563,NA
"BHS","Bahamas, The",2009,27.00976372,27120.6905452145,72.579,1564.98022461,NA
"BHS","Bahamas, The",2010,27.5947628,27046.6576651879,72.731,1615.97705078,NA
"BHS","Bahamas, The",2011,27.96329498,26644.9265775896,72.564,1659.36157227,NA
"BHS","Bahamas, The",2012,28.74634171,28059.6553953426,72.753,1713.53503418,NA
"BHS","Bahamas, The",2013,27.9325161,27389.6019706988,73.024,1782.0234375,NA
"BHS","Bahamas, The",2014,28.32532883,28720.6621934516,73.366,1847.06616211,NA
"BHS","Bahamas, The",2015,30.39039993,30206.2404347372,73.104,1747.15344238,NA
"BHS","Bahamas, The",2016,28.03924179,29887.1648786795,73.537,1919.68737793,NA
"BHS","Bahamas, The",2017,24.38473701,30969.8761966819,73.632,2398.94335938,NA
"BHS","Bahamas, The",2018,27.33548927,31738.2671569969,73.806,2248.73388672,NA
"BHS","Bahamas, The",2019,26.23400116,32610.4850490784,71.205,2227.64208984,NA
"BLZ","Belize",2000,37.30659866,4642.1470345998,68.564,219.25671387,"-"
"BLZ","Belize",2001,33.60850143,4687.62595727529,68.357,266.69070435,NA
"BLZ","Belize",2002,33.21638107,4816.65084555075,68.752,280.84768677,NA
"BLZ","Belize",2003,33.49906921,4916.70391442359,68.909,298.33917236,NA
"BLZ","Belize",2004,33.45681,5106.05303386642,69.227,303.56137085,NA
"BLZ","Belize",2005,31.96217155,5212.66161390994,69.376,311.95663452,NA
"BLZ","Belize",2006,28.96888542,5475.72290971811,70.093,333.03924561,NA
"BLZ","Belize",2007,24.89032936,5707.11336494231,70.655,390.86929321,NA
"BLZ","Belize",2008,22.9197731,5656.40836062302,71.151,428.67752075,NA
"BLZ","Belize",2009,24.34006882,5348.9978387566,71.819,429.5196228,NA
"BLZ","Belize",2010,24.62802124,5397.29157482319,72.272,429.19796753,NA
"BLZ","Belize",2011,24.53951073,5521.36627642336,72.651,439.22720337,"17.0"
"BLZ","Belize",2012,25.34549904,5645.89582239311,73.245,397.18496704,NA
"BLZ","Belize",2013,24.93612289,5887.93343545467,73.666,408.11782837,NA
"BLZ","Belize",2014,22.26491356,6068.08860885237,73.311,445.17614746,NA
"BLZ","Belize",2015,23.3705368,6142.47883269283,73.187,430.13583374,NA
"BLZ","Belize",2016,23.72737885,6148.70696109313,73.399,441.10983276,NA
"BLZ","Belize",2017,23.90150261,6100.99468097883,73.562,410.96783447,NA
"BLZ","Belize",2018,23.22352791,6059.16255306675,73.703,426.88500977,NA
"BLZ","Belize",2019,21.81062317,6210.56554311929,73.931,445.71801758,"14.5"
"BOL","Bolivia",2000,33.50730133,977.336055960911,62.346,151.10050964,NA
"BOL","Bolivia",2001,33.05337906,930.878079500256,62.843,169.11047363,NA
"BOL","Bolivia",2002,33.92093658,888.198576030752,63.306,175.3319397,NA
"BOL","Bolivia",2003,32.02861404,892.351496886714,63.635,191.12904358,NA
"BOL","Bolivia",2004,32.59438705,951.951622939377,64.004,187.88555908,NA
"BOL","Bolivia",2005,32.00019455,1018.3089276776,64.386,207.34643555,NA
"BOL","Bolivia",2006,32.26539612,1200.07058848844,64.779,202.067276,NA
"BOL","Bolivia",2007,30.76193619,1351.04292545957,65.027,214.91346741,NA
"BOL","Bolivia",2008,30.36822891,1687.58339321012,65.446,224.27857971,NA
"BOL","Bolivia",2009,30.09937668,1725.14628617645,65.88,258.02230835,NA
"BOL","Bolivia",2010,33.27740097,1922.0495309392,66.162,268.80987549,NA
"BOL","Bolivia",2011,32.50546265,2304.96983521132,66.534,282.46347046,NA
"BOL","Bolivia",2012,34.3583374,2562.46678423329,66.705,311.12036133,NA
"BOL","Bolivia",2013,34.0091629,2853.79716191598,67.021,369.30969238,NA
"BOL","Bolivia",2014,30.90435791,3022.46288443562,67.163,416.08087158,NA
"BOL","Bolivia",2015,27.32661629,2975.64881137847,67.318,467.31436157,NA
"BOL","Bolivia",2016,28.02112198,3013.5027077617,67.628,512.48425293,NA
"BOL","Bolivia",2017,25.07784653,3280.00821346382,67.701,546.71484375,NA
"BOL","Bolivia",2018,21.9814682,3471.00695064499,67.748,588.91369629,NA
"BOL","Bolivia",2019,23.86875534,3472.38083075685,67.841,630.75909424,NA
"BRA","Brazil",2000,36.59222031,3726.81142036099,69.737,755.17840576,"-"
"BRA","Brazil",2001,37.80702972,3142.27793491612,70.195,791.76177979,NA
"BRA","Brazil",2002,36.40619659,2824.679625276,70.41,832.12243652,NA
"BRA","Brazil",2003,35.47385788,3056.62496707108,70.72,797.09814453,NA
"BRA","Brazil",2004,35.36583328,3623.24799633539,71.131,848.67529297,NA
"BRA","Brazil",2005,35.87644196,4773.24894374558,71.753,883.00604248,NA
"BRA","Brazil",2006,34.37126541,5866.09622382995,72.037,960.44641113,NA
"BRA","Brazil",2007,33.09412003,7323.03362855509,72.365,1029.32397461,NA
"BRA","Brazil",2008,30.88409233,8801.59948420962,72.715,1066.5234375,NA
"BRA","Brazil",2009,31.21032143,8570.02256200077,72.948,1113.91650391,NA
"BRA","Brazil",2010,29.38520622,11249.464543278,73.182,1136.12316895,NA
"BRA","Brazil",2011,29.29958344,13200.7850823986,73.343,1171.34875488,"10.1"
"BRA","Brazil",2012,29.68203163,12327.3174365132,73.552,1164.03771973,NA
"BRA","Brazil",2013,28.1770668,12258.5031683848,73.918,1243.45043945,NA
"BRA","Brazil",2014,28.18024826,12071.1582132348,74.306,1319.8001709,NA
"BRA","Brazil",2015,24.70735931,8783.22598387817,74.332,1313.59729004,NA
"BRA","Brazil",2016,24.42057228,8680.76879182018,74.442,1307.14978027,NA
"BRA","Brazil",2017,24.46793556,9896.68478335903,74.827,1375.66247559,NA
"BRA","Brazil",2018,24.82529449,9121.08340257783,75.109,1438.76733398,NA
"BRA","Brazil",2019,24.87984657,8845.25911841876,75.338,1497.81469727,"8.8"
"BRB","Barbados",2000,39.37475586,11560.2459031879,74.089,677.41107178,"13.2"
"BRB","Barbados",2001,38.05859375,11510.0404330443,74.247,697.88104248,NA
"BRB","Barbados",2002,36.52173615,11658.629036798,74.366,755.38018799,NA
"BRB","Barbados",2003,35.93107986,11998.1756941147,74.472,893.5166626,NA
"BRB","Barbados",2004,33.58927155,12828.4389489954,74.727,1014.88604736,NA
"BRB","Barbados",2005,35.07392883,14173.7513776686,74.89,1002.8805542,NA
"BRB","Barbados",2006,35.38161087,15595.6394564112,75.068,1059.77661133,NA
"BRB","Barbados",2007,36.84221649,17219.0486803908,75.342,1018.6159668,NA
"BRB","Barbados",2008,35.45526886,17550.6633410971,75.447,1113.41687012,NA
"BRB","Barbados",2009,36.31340027,16310.4605337648,75.678,1170.5748291,NA
"BRB","Barbados",2010,38.08008957,16489.7958217909,75.712,1092.49572754,NA
"BRB","Barbados",2011,42.18822479,16907.2092592727,75.917,1124.89465332,"12.4"
"BRB","Barbados",2012,38.606987,16691.3326357636,76.099,1190.83874512,NA
"BRB","Barbados",2013,40.98610687,16893.6062702039,76.275,1149.43078613,NA
"BRB","Barbados",2014,43.79572678,16924.1903399365,76.476,1061.96179199,NA
"BRB","Barbados",2015,44.00276184,16990.2194668498,76.65,1050.83435059,NA
"BRB","Barbados",2016,44.0699234,17343.7254395315,76.815,1065.8458252,NA
"BRB","Barbados",2017,45.29132462,17843.1979282703,76.936,1045.56616211,NA
"BRB","Barbados",2018,46.51942825,18224.8905923744,77.067,1053.73498535,NA
"BRB","Barbados",2019,46.72623062,19002.9623813263,77.257,1028.8302002,"14.0"
"CHL","Chile",2000,42.81496811,5097.11493718915,76.87,672.11029053,"-"
"CHL","Chile",2001,42.61517334,4606.87847152539,76.773,713.14837646,NA
"CHL","Chile",2002,42.48400497,4479.15337213406,77.445,750.80285645,NA
"CHL","Chile",2003,42.76384735,4824.20309753765,77.387,795.02722168,NA
"CHL","Chile",2004,41.84412003,6185.50633517632,77.616,815.20770264,NA
"CHL","Chile",2005,42.47086716,7561.8305480446,78.016,839.83605957,NA
"CHL","Chile",2006,40.74997711,9418.0627175215,78.261,950.77801514,NA
"CHL","Chile",2007,39.18727493,10461.3654213132,77.826,1046.22192383,NA
"CHL","Chile",2008,37.43042755,10783.1715606341,78.484,1112.30090332,NA
"CHL","Chile",2009,34.58893967,10182.860471021,78.741,1164.97583008,NA
"CHL","Chile",2010,34.46762848,12767.7812065383,78.501,1230.44274902,NA
"CHL","Chile",2011,34.49925995,14628.5724573037,79.11,1377.5559082,"9.5"
"CHL","Chile",2012,33.40764236,15406.4929435446,79.023,1510.03894043,NA
"CHL","Chile",2013,33.63830948,15833.2752047998,79.339,1670.55578613,NA
"CHL","Chile",2014,34.26873016,14666.3435315712,79.473,1779.0222168,NA
"CHL","Chile",2015,34.50925827,13569.9478008231,79.746,1884.59069824,NA
"CHL","Chile",2016,34.75082779,13785.6883317516,80.079,1996.57116699,NA
"CHL","Chile",2017,33.30509567,15045.5276791243,80.35,2219.13549805,NA
"CHL","Chile",2018,33.24672699,15795.7084630954,80.133,2265.85986328,NA
"CHL","Chile",2019,32.80002594,14631.9468779229,80.326,2424.14916992,"10.8"
"COL","Colombia",2000,13.69103336,2547.14352840369,71.32,373.70169067,"-"
"COL","Colombia",2001,13.39813805,2465.2858516059,71.502,403.09939575,NA
"COL","Colombia",2002,11.48960781,2421.58705506087,71.939,398.79968262,NA
"COL","Colombia",2003,8.60398102,2305.08305772858,72.361,418.98571777,NA
"COL","Colombia",2004,13.75858498,2811.19787141394,72.695,448.68075562,NA
"COL","Colombia",2005,16.40795898,3448.98036486383,73.081,500.03945923,NA
"COL","Colombia",2006,17.93336868,3778.52665981682,73.468,566.74676514,NA
"COL","Colombia",2007,19.24852371,4760.98121037755,73.837,628.62506104,NA
"COL","Colombia",2008,20.85273552,5527.44995277183,74.295,689.51837158,NA
"COL","Colombia",2009,18.01454735,5244.353266184,74.742,742.59661865,NA
"COL","Colombia",2010,17.00355721,6394.19870546282,75.033,751.30706787,NA
"COL","Colombia",2011,15.31575489,7392.45236079278,75.32,779.00866699,"9.8"
"COL","Colombia",2012,17.85855293,8101.82909177914,75.597,802.7008667,NA
"COL","Colombia",2013,17.15289879,8264.1268955859,75.827,884.24035645,NA
"COL","Colombia",2014,16.27700996,8164.71449537797,76.043,946.68365479,NA
"COL","Colombia",2015,15.40105057,6228.4262990412,76.257,988.09460449,NA
"COL","Colombia",2016,15.61221027,5938.46385585875,76.471,1040.21240234,NA
"COL","Colombia",2017,15.36301041,6450.31958548124,76.646,1088.16516113,NA
"COL","Colombia",2018,15.1307478,6782.03792033195,76.748,1133.58605957,NA
"COL","Colombia",2019,14.85696125,6438.06018290435,76.752,1204.29772949,"8.3"
"CRI","Costa Rica",2000,31.57487297,3773.03379319679,77.586,516.6998291,"-"
"CRI","Costa Rica",2001,31.63286781,3941.59864349203,77.545,529.14001465,NA
"CRI","Costa Rica",2002,30.69062233,4021.42536130228,77.983,579.78436279,NA
"CRI","Costa Rica",2003,30.76501274,4123.5064871039,78.072,615.13592529,NA
"CRI","Costa Rica",2004,32.05981445,4376.08042847261,78.331,617.95123291,NA
"CRI","Costa Rica",2005,32.77381516,4643.45856992587,78.505,656.06164551,NA
"CRI","Costa Rica",2006,31.0769558,5188.36179215965,78.514,744.17987061,NA
"CRI","Costa Rica",2007,30.91247177,6055.08677891562,78.462,822.88250732,NA
"CRI","Costa Rica",2008,29.51094818,6841.91145979684,78.445,925.68487549,NA
"CRI","Costa Rica",2009,26.40225029,6737.86024507553,78.672,959.57635498,NA
"CRI","Costa Rica",2010,25.38431358,8147.24398481032,78.67,1032.44262695,NA
"CRI","Costa Rica",2011,25.78322983,9137.45582337247,79.348,1100.19750977,"9.6"
"CRI","Costa Rica",2012,24.5027504,9971.65090241867,79.283,1115.13464355,NA
"CRI","Costa Rica",2013,23.22566605,10633.2672527524,79.403,1152.79968262,NA
"CRI","Costa Rica",2014,24.41330528,10737.6788809612,78.774,1231.36047363,NA
"CRI","Costa Rica",2015,22.59923172,11529.9545258398,79.086,1297.52697754,NA
"CRI","Costa Rica",2016,22.20295143,11899.8132624909,79.459,1401.87182617,NA
"CRI","Costa Rica",2017,21.25539017,12118.1334111458,79.377,1439.77087402,NA
"CRI","Costa Rica",2018,22.4164238,12383.1499737386,79.484,1530.21887207,NA
"CRI","Costa Rica",2019,22.32456398,12669.341068679,79.427,1636.18237305,"8.8"
"CUB","Cuba",2000,16.22938156,2752.20378269319,76.183,547.91278076,"-"
"CUB","Cuba",2001,18.70623779,2844.24443674985,76.421,639.14074707,NA
"CUB","Cuba",2002,19.3773613,3007.19307369322,76.612,711.3026123,NA
"CUB","Cuba",2003,20.32512474,3205.68839767994,76.773,756.96990967,NA
"CUB","Cuba",2004,19.59809303,3403.29616311163,76.912,748.34783936,NA
"CUB","Cuba",2005,14.84367561,3791.87300608904,77.047,1069.45849609,NA
"CUB","Cuba",2006,14.26366234,4336.87332999361,77.179,1291.4005127,NA
"CUB","Cuba",2007,9.78314972,4814.85487568512,77.307,1842.79187012,NA
"CUB","Cuba",2008,8.83751297,4992.82449445836,77.429,1974.97924805,NA
"CUB","Cuba",2009,8.0996418,5094.43756186586,77.548,2192.34301758,NA
"CUB","Cuba",2010,9.18197155,5275.53260105122,77.661,2041.55041504,NA
"CUB","Cuba",2011,10.81637955,6106.0067919258,77.76,2170.57983398,"9.4"
"CUB","Cuba",2012,13.13097286,6467.33791422804,77.833,1888.16357422,NA
"CUB","Cuba",2013,12.27119064,6814.24384354868,77.87,2228.87915039,NA
"CUB","Cuba",2014,9.63887691,7117.52691001591,77.853,2706.48632813,NA
"CUB","Cuba",2015,9.62183094,7683.75789050585,77.772,3180.3605957,NA
"CUB","Cuba",2016,10.28543472,8055.88990736388,77.643,2493.62792969,NA
"CUB","Cuba",2017,10.48266411,8543.36096849045,77.529,2517.68164063,NA
"CUB","Cuba",2018,11.00801563,8831.90722233737,77.496,2519.29418945,NA
"CUB","Cuba",2019,10.5857048,9139.41585605765,77.611,2599.49316406,"7.6"
"CUW","Curacao",2000,NA,NA,NA,NA,NA
"CUW","Curacao",2001,NA,NA,NA,NA,NA
"CUW","Curacao",2002,NA,NA,NA,NA,NA
"CUW","Curacao",2003,NA,NA,NA,NA,NA
"CUW","Curacao",2004,NA,NA,NA,NA,NA
"CUW","Curacao",2005,NA,NA,NA,NA,NA
"CUW","Curacao",2006,NA,NA,74.709756097561,NA,NA
"CUW","Curacao",2007,NA,NA,75.3634146341464,NA,NA
"CUW","Curacao",2008,NA,NA,75.309756097561,NA,NA
"CUW","Curacao",2009,NA,NA,76.1560975609756,NA,NA
"CUW","Curacao",2010,NA,NA,NA,NA,NA
"CUW","Curacao",2011,NA,19446.4565747102,77.4731707317073,NA,NA
"CUW","Curacao",2012,NA,19886.6783682132,77.5243902439024,NA,NA
"CUW","Curacao",2013,NA,19762.739621629,77.8268292682927,NA,NA
"CUW","Curacao",2014,NA,19552.660553207,77.9756097560976,NA,NA
"CUW","Curacao",2015,NA,19260.269845345,78.0756097560976,NA,NA
"CUW","Curacao",2016,NA,18881.8306152417,77.719512195122,NA,NA
"CUW","Curacao",2017,NA,18788.8072839326,78.0170731707317,NA,NA
"CUW","Curacao",2018,NA,18956.0979741907,NA,NA,NA
"CUW","Curacao",2019,NA,19024.1771511889,NA,NA,NA
"CYM","Cayman Islands",2000,NA,NA,NA,NA,"12.1"
"CYM","Cayman Islands",2001,NA,NA,NA,NA,NA
"CYM","Cayman Islands",2002,NA,NA,NA,NA,NA
"CYM","Cayman Islands",2003,NA,NA,NA,NA,NA
"CYM","Cayman Islands",2004,NA,NA,NA,NA,NA
"CYM","Cayman Islands",2005,NA,NA,NA,NA,NA
"CYM","Cayman Islands",2006,NA,87187.650903508,NA,NA,NA
"CYM","Cayman Islands",2007,NA,89963.9224435374,NA,NA,NA
"CYM","Cayman Islands",2008,NA,89707.4530947906,NA,NA,NA
"CYM","Cayman Islands",2009,NA,81401.2530844567,NA,NA,NA
"CYM","Cayman Islands",2010,NA,76875.9618232493,82.190243902439,NA,NA
"CYM","Cayman Islands",2011,NA,75438.3300106746,NA,NA,"12.0"
"CYM","Cayman Islands",2012,NA,75468.8534358117,NA,NA,NA
"CYM","Cayman Islands",2013,NA,75688.0821511978,NA,NA,NA
"CYM","Cayman Islands",2014,NA,76613.4065500634,NA,NA,NA
"CYM","Cayman Islands",2015,NA,77298.6280551844,NA,NA,NA
"CYM","Cayman Islands",2016,NA,78861.1192668733,NA,NA,NA
"CYM","Cayman Islands",2017,NA,81258.0377580086,NA,NA,NA
"CYM","Cayman Islands",2018,NA,85234.8427208773,NA,NA,NA
"CYM","Cayman Islands",2019,NA,89871.9131394463,NA,NA,"13.0"
"DMA","Dominica",2000,33.02465439,4879.14977277925,NA,346.76785278,"-"
"DMA","Dominica",2001,41.1445694,4991.76417331157,NA,309.22753906,NA
"DMA","Dominica",2002,41.70457077,4881.13879312496,76.5975609756098,304.97219849,NA
"DMA","Dominica",2003,40.0802536,5016.08823691755,NA,342.66931152,NA
"DMA","Dominica",2004,40.67153931,5354.79919503019,NA,353.47186279,NA
"DMA","Dominica",2005,40.02454758,5304.12609656574,NA,383.70175171,NA
"DMA","Dominica",2006,39.92842484,5677.05117470908,NA,396.96710205,NA
"DMA","Dominica",2007,42.96026993,6126.84949580624,NA,433.95608521,NA
"DMA","Dominica",2008,44.35027695,6661.46504737997,NA,499.08010864,NA
"DMA","Dominica",2009,42.24050522,7109.9782527814,NA,490.53179932,NA
"DMA","Dominica",2010,38.80086899,7182.40020254419,NA,516.49279785,NA
"DMA","Dominica",2011,36.78412628,7288.49794777466,NA,544.13446045,"8.9"
"DMA","Dominica",2012,35.47105789,7054.87597689432,NA,576.25585938,NA
"DMA","Dominica",2013,35.36190796,7240.67911908479,NA,542.41448975,NA
"DMA","Dominica",2014,35.74480057,7498.91752183776,NA,574.21606445,NA
"DMA","Dominica",2015,34.0546875,7724.04241057376,NA,574.76049805,NA
"DMA","Dominica",2016,32.22554016,8223.04145029796,NA,612.25506592,NA
"DMA","Dominica",2017,28.55779266,7408.09130082314,NA,619.44891357,NA
"DMA","Dominica",2018,30.91319275,7833.19501250117,NA,735.91436768,NA
"DMA","Dominica",2019,33.85964203,8561.58701121461,NA,675.37414551,"11.7"
"DOM","Dominican Republic",2000,55.32014465,2845.8391666108,69.423,324.24505615,"-"
"DOM","Dominican Republic",2001,54.50362015,2953.24112018346,69.642,334.3140564,NA
"DOM","Dominican Republic",2002,53.45066833,3085.52552800157,69.923,357.2250061,NA
"DOM","Dominican Republic",2003,61.65138626,2399.49809124012,70.265,311.46817017,NA
"DOM","Dominican Republic",2004,62.25312424,2468.43767294515,70.331,316.08062744,NA
"DOM","Dominican Republic",2005,53.8765564,3903.8162379585,70.875,357.27047729,NA
"DOM","Dominican Republic",2006,54.74832535,4080.05002687348,71.165,363.74572754,NA
"DOM","Dominican Republic",2007,47.68967819,4676.07496287687,71.371,424.88534546,NA
"DOM","Dominican Republic",2008,43.60145569,5053.32457734602,71.658,495.73623657,NA
"DOM","Dominican Republic",2009,42.82118988,5002.14844186965,71.871,536.14593506,NA
"DOM","Dominican Republic",2010,43.91680527,5509.56683713904,72.093,636.62841797,NA
"DOM","Dominican Republic",2011,42.44412994,5859.37921671885,72.221,672.39691162,"8.1"
"DOM","Dominican Republic",2012,42.86167908,6049.47174094956,72.514,700.36914063,NA
"DOM","Dominican Republic",2013,42.18322372,6171.29556968327,72.713,719.48114014,NA
"DOM","Dominican Republic",2014,42.48417664,6533.66686007327,72.867,774.95141602,NA
"DOM","Dominican Republic",2015,42.85131073,6838.93659408348,72.953,852.70349121,NA
"DOM","Dominican Republic",2016,44.61641312,7191.07657188469,72.987,938.81793213,NA
"DOM","Dominican Republic",2017,44.73819733,7513.49134309925,73.063,975.77062988,NA
"DOM","Dominican Republic",2018,44.74538422,7947.15820732109,73.232,1040.1340332,NA
"DOM","Dominican Republic",2019,42.94845581,8173.33800656006,73.577,1140.03979492,"10.5"
"ECU","Ecuador",2000,63.58324814,1451.53088517998,72.839,194.50372314,"-"
"ECU","Ecuador",2001,60.97737122,1904.81367007224,73.24,228.74015808,NA
"ECU","Ecuador",2002,62.64143753,2184.209243808,73.613,283.26434326,NA
"ECU","Ecuador",2003,62.05472183,2438.34368429156,73.975,354.36846924,NA
"ECU","Ecuador",2004,60.87601089,2703.56567057465,74.279,396.18756104,NA
"ECU","Ecuador",2005,62.83395386,3014.3100093159,74.514,425.10095215,NA
"ECU","Ecuador",2006,60.95615768,3340.84090289849,74.689,458.40240479,NA
"ECU","Ecuador",2007,55.38709259,3579.03224391806,74.844,442.92028809,NA
"ECU","Ecuador",2008,54.79512024,4260.43318396471,74.983,475.65856934,NA
"ECU","Ecuador",2009,52.01762772,4240.70259271564,75.184,502.57952881,NA
"ECU","Ecuador",2010,47.34990692,4640.24634437845,75.43,556.01300049,NA
"ECU","Ecuador",2011,46.44909286,5202.65645902066,75.743,638.51135254,"6.6"
"ECU","Ecuador",2012,43.17629242,5678.45572070003,76.062,697.28253174,NA
"ECU","Ecuador",2013,38.03084564,6050.3546113274,76.369,758.59094238,NA
"ECU","Ecuador",2014,33.16307831,6374.6314856366,76.622,787.590271,NA
"ECU","Ecuador",2015,36.26529312,6130.58667556768,76.789,828.57769775,NA
"ECU","Ecuador",2016,33.14676285,6079.08873612077,76.763,803.28778076,NA
"ECU","Ecuador",2017,32.42952347,6246.40425217932,76.972,863.04669189,NA
"ECU","Ecuador",2018,30.46494484,6321.34940071717,77.094,931.47210693,NA
"ECU","Ecuador",2019,30.87841606,6233.25816692363,77.297,934.51940918,"4.4"
"GRD","Grenada",2000,59.30252838,4840.68406406257,72.783,409.46511841,"12.1"
"GRD","Grenada",2001,56.11627197,4821.78499467448,73.118,428.54727173,NA
"GRD","Grenada",2002,50.98685074,4992.44140704535,73.167,492.67498779,NA
"GRD","Grenada",2003,53.70714188,5435.15180621121,73.188,468.44598389,NA
"GRD","Grenada",2004,47.22589493,5470.60331451653,71.788,483.70001221,NA
"GRD","Grenada",2005,48.5816803,6308.66504213503,73.521,539.95318604,NA
