"iso3c","country","date","out_of_pocket","gdp_percap","life_exp","health_exp_percap","diabetes"
"VEN","Venezuela, RB",2004,31.3409481,4287.70714653739,72.514,828.07904053,NA
"VEN","Venezuela, RB",2005,36.56163788,5456.19187881074,72.782,827.31140137,NA
"VEN","Venezuela, RB",2006,27.48369217,6769.86841430715,72.742,1232.53991699,NA
"VEN","Venezuela, RB",2007,31.14585304,8369.23526829668,73.058,1303.35070801,NA
"VEN","Venezuela, RB",2008,38.13252258,11310.7781703527,72.436,1136.17138672,NA
"VEN","Venezuela, RB",2009,39.53265381,11641.7991472317,72.579,1286.42614746,NA
"VEN","Venezuela, RB",2010,38.45790482,13692.9149666211,72.89,1143.42358398,NA
"VEN","Venezuela, RB",2011,34.72499084,10877.1123638816,72.913,1257.97802734,NA
"VEN","Venezuela, RB",2012,29.07177544,12937.9275972349,73.036,1183.04711914,NA
"VEN","Venezuela, RB",2013,31.2794323,12433.9807853398,73.196,1043.44116211,NA
"VEN","Venezuela, RB",2014,29.78271484,15975.7293753361,72.853,1045.80285645,NA
"VEN","Venezuela, RB",2015,24.98777771,NA,73.006,744.75067139,NA
"VEN","Venezuela, RB",2016,27.74323273,NA,72.058,567.16375732,NA
"VEN","Venezuela, RB",2017,27.28955841,NA,71.943,589.04711914,NA
"VEN","Venezuela, RB",2018,20.26209068,NA,71.979,521.32598877,NA
"VEN","Venezuela, RB",2019,18.46409607,NA,72.161,384.50448608,NA
"VGB","British Virgin Islands",2000,NA,NA,73.966,NA,"12.1"
"VGB","British Virgin Islands",2001,NA,NA,73.846,NA,NA
"VGB","British Virgin Islands",2002,NA,NA,73.891,NA,NA
"VGB","British Virgin Islands",2003,NA,NA,73.986,NA,NA
"VGB","British Virgin Islands",2004,NA,NA,74.251,NA,NA
"VGB","British Virgin Islands",2005,NA,NA,74.723,NA,NA
"VGB","British Virgin Islands",2006,NA,NA,74.88,NA,NA
"VGB","British Virgin Islands",2007,NA,NA,75.039,NA,NA
"VGB","British Virgin Islands",2008,NA,NA,75.007,NA,NA
"VGB","British Virgin Islands",2009,NA,NA,75.26,NA,NA
"VGB","British Virgin Islands",2010,NA,NA,75.428,NA,NA
"VGB","British Virgin Islands",2011,NA,NA,75.486,NA,"8.6"
"VGB","British Virgin Islands",2012,NA,NA,75.532,NA,NA
"VGB","British Virgin Islands",2013,NA,NA,75.574,NA,NA
"VGB","British Virgin Islands",2014,NA,NA,75.612,NA,NA
"VGB","British Virgin Islands",2015,NA,NA,75.675,NA,NA
"VGB","British Virgin Islands",2016,NA,NA,75.724,NA,NA
"VGB","British Virgin Islands",2017,NA,NA,74.785,NA,NA
"VGB","British Virgin Islands",2018,NA,NA,75.831,NA,NA
"VGB","British Virgin Islands",2019,NA,NA,75.863,NA,"8.7"
"VIR","Virgin Islands (U.S.)",2000,NA,NA,76.619512195122,NA,NA
"VIR","Virgin Islands (U.S.)",2001,NA,NA,77.6219512195122,NA,NA
"VIR","Virgin Islands (U.S.)",2002,NA,30062.0225050457,77.5219512195122,NA,NA
"VIR","Virgin Islands (U.S.)",2003,NA,31731.2566241187,77.5219512195122,NA,NA
"VIR","Virgin Islands (U.S.)",2004,NA,35006.3614404514,77.7731707317073,NA,NA
"VIR","Virgin Islands (U.S.)",2005,NA,40828.7460927775,77.4219512195122,NA,NA
"VIR","Virgin Islands (U.S.)",2006,NA,41377.1466009652,78.3243902439024,NA,NA
"VIR","Virgin Islands (U.S.)",2007,NA,44158.5054044325,76.8634146341463,NA,NA
"VIR","Virgin Islands (U.S.)",2008,NA,39152.3750657306,77.1634146341463,NA,NA
"VIR","Virgin Islands (U.S.)",2009,NA,38753.1825393897,77.5146341463415,NA,NA
"VIR","Virgin Islands (U.S.)",2010,NA,39905.1284180994,77.8658536585366,NA,NA
"VIR","Virgin Islands (U.S.)",2011,NA,38997.1373164651,78.3170731707317,NA,NA
"VIR","Virgin Islands (U.S.)",2012,NA,37795.3192590675,78.5170731707317,NA,NA
"VIR","Virgin Islands (U.S.)",2013,NA,34597.9766940328,78.7170731707317,NA,NA
"VIR","Virgin Islands (U.S.)",2014,NA,33045.3643795999,78.8682926829268,NA,NA
"VIR","Virgin Islands (U.S.)",2015,NA,34007.3529411765,79.0170731707317,NA,NA
"VIR","Virgin Islands (U.S.)",2016,NA,35324.9748874586,79.1682926829268,NA,NA
"VIR","Virgin Islands (U.S.)",2017,NA,35365.0693039774,79.3682926829268,NA,NA
"VIR","Virgin Islands (U.S.)",2018,NA,36653.8630480089,79.5195121951219,NA,NA
"VIR","Virgin Islands (U.S.)",2019,NA,38596.0307118282,79.6682926829268,NA,NA
